id,sequence,method
molecule_64,O1C(c2ccc(Sc3cc(N)ccc3)cc2)OC2CC3C4C(F)(C(O)CC3C12C(CO)=O)C1(C)C(=CC(=O)C=C1)C(F)C4,rand_4
molecule_64,c1c(Sc2ccc(C3OC4(C(=O)CO)C5C(C6C(F)(C7(C)C=CC(=O)C=C7C(F)C6)C(O)C5)CC4O3)cc2)cccc1N,rand_5
molecule_64,C12(F)C(O)CC3C4(C(=O)CO)OC(c5ccc(Sc6cc(N)ccc6)cc5)OC4CC3C1CC(F)C1=CC(=O)C=CC21C,rand_6
molecule_64,c1(Sc2cc(N)ccc2)ccc(C2OC3CC4C(C3(C(CO)=O)O2)CC(O)C2(F)C3(C)C=CC(=O)C=C3C(F)CC42)cc1,rand_7
molecule_64,C1C(O)C2(F)C(C3C1C1(C(CO)=O)C(OC(c4ccc(Sc5cc(N)ccc5)cc4)O1)C3)CC(F)C1=CC(=O)C=CC21C,rand_8
molecule_64,c1(N)cccc(Sc2ccc(C3OC4CC5C6CC(F)C7=CC(=O)C=CC7(C)C6(F)C(O)CC5C4(C(=O)CO)O3)cc2)c1,rand_9
molecule_64,O1C2(C(CO)=O)C(CC3C2CC(O)C2(F)C4(C)C(=CC(=O)C=C4)C(F)CC32)OC1c1ccc(Sc2cccc(N)c2)cc1,rand_10
molecule_65,c1c2c(ccc1)c(OP(O)(=O)O)cc1c2C(CCl)CN1C(=O)/C=C/c1c(O)cc(/C=C/C(N2c3c(c4ccccc4c(OP(O)(O)=O)c3)C(CCl)C2)=O)cc1,rand_1
molecule_65,c1(O)cc(/C=C/C(=O)N2c3cc(OP(=O)(O)O)c4ccccc4c3C(CCl)C2)ccc1/C=C/C(N1CC(CCl)c2c3ccccc3c(OP(=O)(O)O)cc21)=O,rand_2
molecule_65,N1(C(/C=C/c2ccc(/C=C/C(N3CC(CCl)c4c5ccccc5c(OP(=O)(O)O)cc43)=O)cc2O)=O)CC(CCl)c2c1cc(OP(O)(=O)O)c1ccccc21,rand_3
molecule_65,c1(/C=C/C(N2c3cc(OP(O)(O)=O)c4ccccc4c3C(CCl)C2)=O)cc(O)c(/C=C/C(N2c3c(c4c(c(OP(O)(O)=O)c3)cccc4)C(CCl)C2)=O)cc1,rand_4
molecule_65,c12c3c(c(OP(=O)(O)O)cc1N(C(=O)/C=C/c1ccc(/C=C/C(=O)N4c5c(c6ccccc6c(OP(O)(=O)O)c5)C(CCl)C4)cc1O)CC2CCl)cccc3,rand_5
molecule_65,c12ccccc1c(OP(O)(=O)O)cc1c2C(CCl)CN1C(=O)/C=C/c1cc(O)c(/C=C/C(N2c3cc(OP(=O)(O)O)c4c(c3C(CCl)C2)cccc4)=O)cc1,rand_6
molecule_65,P(Oc1c2ccccc2c2c(c1)N(C(/C=C/c1c(O)cc(/C=C/C(N3c4c(c5ccccc5c(OP(=O)(O)O)c4)C(CCl)C3)=O)cc1)=O)CC2CCl)(O)(=O)O,rand_7
molecule_65,C1C(CCl)c2c3ccccc3c(OP(O)(O)=O)cc2N1C(=O)/C=C/c1cc(O)c(/C=C/C(N2c3c(c4ccccc4c(OP(=O)(O)O)c3)C(CCl)C2)=O)cc1,rand_8
molecule_65,c1(/C=C/C(=O)N2CC(CCl)c3c4ccccc4c(OP(O)(=O)O)cc32)ccc(/C=C/C(N2CC(CCl)c3c2cc(OP(O)(O)=O)c2ccccc23)=O)cc1O,rand_9
molecule_65,c1(OP(=O)(O)O)c2c(c3c(c1)N(C(=O)/C=C/c1ccc(/C=C/C(N4c5c(c6ccccc6c(OP(=O)(O)O)c5)C(CCl)C4)=O)cc1O)CC3CCl)cccc2,rand_10
molecule_66,c1c(C2=CN3C(=O)c4cc(OC)c(OCCCOc5cc6c(cc5OC)C(=O)N5C(CC(c7ccc(N8CCN(C)CC8)cc7)=C5)C=N6)cc4N=CC3C2)ccc(N)c1,rand_1
molecule_66,C1C(c2ccc(N)cc2)=CN2C(=O)c3c(cc(OCCCOc4cc5c(cc4OC)C(=O)N4C=C(c6ccc(N7CCN(C)CC7)cc6)CC4C=N5)c(OC)c3)N=CC12,rand_2
molecule_66,C1(c2ccc(N)cc2)=CN2C(C=Nc3cc(OCCCOc4c(OC)cc5c(c4)N=CC4N(C5=O)C=C(c5ccc(N6CCN(C)CC6)cc5)C4)c(OC)cc3C2=O)C1,rand_3
molecule_66,c12cc(OC)c(OCCCOc3cc4c(cc3OC)C(=O)N3C=C(c5ccc(N6CCN(C)CC6)cc5)CC3C=N4)cc1N=CC1N(C2=O)C=C(c2ccc(N)cc2)C1,rand_4
molecule_66,C1CN(C)CCN1c1ccc(C2=CN3C(=O)c4cc(OC)c(OCCCOc5cc6c(cc5OC)C(=O)N5C=C(c7ccc(N)cc7)CC5C=N6)cc4N=CC3C2)cc1,rand_5
molecule_66,COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1C=C(c4ccc(N5CCN(C)CC5)cc4)CC1C=N3)N=CC1CC(c3ccc(N)cc3)=CN1C2=O,rand_6
molecule_66,C1N(c2ccc(C3=CN4C(=O)c5cc(OC)c(OCCCOc6c(OC)cc7c(c6)N=CC6CC(c8ccc(N)cc8)=CN6C7=O)cc5N=CC4C3)cc2)CCN(C)C1,rand_7
molecule_66,O(C)c1c(OCCCOc2cc3c(cc2OC)C(=O)N2C=C(c4ccc(N5CCN(C)CC5)cc4)CC2C=N3)cc2c(c1)C(=O)N1C=C(c3ccc(N)cc3)CC1C=N2,rand_8
molecule_66,CN1CCN(c2ccc(C3=CN4C(=O)c5cc(OC)c(OCCCOc6cc7c(cc6OC)C(=O)N6C(CC(c8ccc(N)cc8)=C6)C=N7)cc5N=CC4C3)cc2)CC1,rand_9
molecule_66,C1N(c2ccc(C3=CN4C(=O)c5cc(OC)c(OCCCOc6c(OC)cc7c(c6)N=CC6CC(c8ccc(N)cc8)=CN6C7=O)cc5N=CC4C3)cc2)CCN(C)C1,rand_10
molecule_67,c1(F)ccccc1CC(C(O)=O)NC(=O)C(C)C(C1CC2C(C2)N1C(CC(OC)C(C(C)CC)N(C(=O)C(NC(=O)C(NC)C(C)C)C(C)C)C)=O)OC,rand_1
molecule_67,C(C(Cc1c(F)cccc1)NC(=O)C(C)C(OC)C1CC2C(N1C(CC(OC)C(N(C(C(C(C)C)NC(=O)C(C(C)C)NC)=O)C)C(CC)C)=O)C2)(=O)O,rand_2
molecule_67,C12CC(C(C(C(NC(C(=O)O)Cc3c(F)cccc3)=O)C)OC)N(C(CC(OC)C(N(C(=O)C(C(C)C)NC(C(C(C)C)NC)=O)C)C(CC)C)=O)C1C2,rand_3
molecule_67,C(N(C)C(C(NC(=O)C(C(C)C)NC)C(C)C)=O)(C(C)CC)C(CC(N1C(C(OC)C(C(NC(Cc2ccccc2F)C(O)=O)=O)C)CC2CC21)=O)OC,rand_4
molecule_67,COC(C(C)C(=O)NC(Cc1ccccc1F)C(=O)O)C1CC2C(C2)N1C(CC(C(C(C)CC)N(C(=O)C(C(C)C)NC(C(NC)C(C)C)=O)C)OC)=O,rand_5
molecule_67,CC(C(C(N(C)C(C(CC(=O)N1C(C(C(C)C(=O)NC(Cc2c(F)cccc2)C(O)=O)OC)CC2CC21)OC)C(C)CC)=O)NC(=O)C(C(C)C)NC)C,rand_6
molecule_67,N(C(C(C(OC)C1CC2C(N1C(CC(OC)C(N(C)C(C(NC(C(NC)C(C)C)=O)C(C)C)=O)C(CC)C)=O)C2)C)=O)C(C(O)=O)Cc1c(F)cccc1,rand_7
molecule_67,COC(CC(N1C(C(OC)C(C)C(NC(C(=O)O)Cc2c(F)cccc2)=O)CC2CC21)=O)C(N(C(=O)C(C(C)C)NC(=O)C(NC)C(C)C)C)C(CC)C,rand_8
molecule_67,C(CC(C(C(C)CC)N(C(C(NC(=O)C(C(C)C)NC)C(C)C)=O)C)OC)(=O)N1C(C(OC)C(C(=O)NC(C(O)=O)Cc2c(F)cccc2)C)CC2CC12,rand_9
molecule_67,C(=O)(C(C)C(C1CC2C(C2)N1C(CC(OC)C(C(C)CC)N(C(C(NC(C(C(C)C)NC)=O)C(C)C)=O)C)=O)OC)NC(C(O)=O)Cc1ccccc1F,rand_10
molecule_68,c12c3c([nH]c1cccc2)SCC1C(=O)NC(CC(N)=O)C(=O)N2CC(O)CC2C(=O)NC(C(C(CO)O)C)C(=O)NC(CNCC(=O)NC(C(C)CC)C(=O)CNCC(=O)N1)C3,rand_1
molecule_68,C1(CC(N)=O)NC(=O)C2CSc3c(c4c(cccc4)[nH]3)CC(CNCC(=O)NC(C(CC)C)C(=O)CNCC(=O)N2)NC(=O)C(C(C(CO)O)C)NC(=O)C2CC(O)CN2C1=O,rand_2
molecule_68,C12C(=O)NC(C(C(O)CO)C)C(=O)NC3Cc4c([nH]c5ccccc45)SCC(C(=O)NC(CC(=O)N)C(=O)N1CC(O)C2)NC(=O)CNCC(=O)C(C(CC)C)NC(=O)CNC3,rand_3
molecule_68,C1(C(C)CC)C(=O)CNCC(=O)NC2C(=O)NC(CC(N)=O)C(=O)N3C(CC(O)C3)C(=O)NC(C(C)C(CO)O)C(=O)NC(Cc3c([nH]c4ccccc43)SC2)CNCC(=O)N1,rand_4
molecule_68,O=C1N2CC(O)CC2C(=O)NC(C(C(CO)O)C)C(=O)NC2CNCC(=O)NC(C(C)CC)C(=O)CNCC(=O)NC(CSc3c(c4ccccc4[nH]3)C2)C(=O)NC1CC(=O)N,rand_5
molecule_68,O=C1CNCC(=O)NC2CSc3c(c4c(cccc4)[nH]3)CC(NC(=O)C(C(C)C(O)CO)NC(=O)C3N(C(=O)C(CC(N)=O)NC2=O)CC(O)C3)CNCC(=O)NC1C(C)CC,rand_6
molecule_68,[nH]1c2c(c3c1SCC1C(=O)NC(CC(=O)N)C(=O)N4CC(O)CC4C(=O)NC(C(C(CO)O)C)C(=O)NC(CNCC(=O)NC(C(CC)C)C(=O)CNCC(=O)N1)C3)cccc2,rand_7
molecule_68,C(C)C(C1C(=O)CNCC(=O)NC2CSc3[nH]c4ccccc4c3CC(NC(=O)C(C(C)C(CO)O)NC(=O)C3CC(O)CN3C(=O)C(CC(N)=O)NC2=O)CNCC(=O)N1)C,rand_8
molecule_68,O=C1NC(CC(N)=O)C(=O)N2C(CC(O)C2)C(=O)NC(C(C(CO)O)C)C(=O)NC2Cc3c([nH]c4ccccc34)SCC1NC(=O)CNCC(=O)C(C(C)CC)NC(=O)CNC2,rand_9
molecule_68,c1cccc2c1c1c([nH]2)SCC2C(=O)NC(CC(N)=O)C(=O)N3CC(O)CC3C(=O)NC(C(C(O)CO)C)C(=O)NC(CNCC(=O)NC(C(C)CC)C(=O)CNCC(=O)N2)C1,rand_10
molecule_69,C(n1c(CCCC)nc2c(N)nc3c(cccc3)c12)c1ccc(N)cc1,rand_1
molecule_69,c1c(N)ccc(Cn2c3c(nc2CCCC)c(N)nc2ccccc32)c1,rand_2
molecule_69,C(n1c2c3ccccc3nc(N)c2nc1CCCC)c1ccc(N)cc1,rand_3
molecule_69,c1c(N)ccc(Cn2c3c(c(N)nc4ccccc34)nc2CCCC)c1,rand_4
molecule_69,c1(N)ccc(Cn2c(CCCC)nc3c(N)nc4ccccc4c23)cc1,rand_5
molecule_69,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(N)cc1,rand_6
molecule_69,c1cc2nc(N)c3nc(CCCC)n(Cc4ccc(N)cc4)c3c2cc1,rand_7
molecule_69,C(c1ccc(N)cc1)n1c(CCCC)nc2c(N)nc3c(cccc3)c21,rand_8
molecule_69,n1c(CCCC)n(Cc2ccc(N)cc2)c2c3c(nc(N)c12)cccc3,rand_9
molecule_69,c1(Cn2c3c(nc2CCCC)c(N)nc2ccccc23)ccc(N)cc1,rand_10
molecule_70,C1=CC2(C)C(=CC1=O)CCC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(Sc5cccc(N)c5)cc4)OC3CC12,rand_1
molecule_70,c1c(N)cccc1Sc1ccc(C2OC3CC4C5CCC6=CC(=O)C=CC6(C)C5(F)C(O)CC4C3(C(=O)CO)O2)cc1,rand_2
molecule_70,O1C2(C(CO)=O)C(OC1c1ccc(Sc3cc(N)ccc3)cc1)CC1C2CC(O)C2(F)C3(C)C=CC(=O)C=C3CCC21,rand_3
molecule_70,C12(C(CO)=O)C(CC3C4C(F)(C(O)CC13)C1(C)C(=CC(=O)C=C1)CC4)OC(c1ccc(Sc3cc(N)ccc3)cc1)O2,rand_4
molecule_70,c1cc(C2OC3(C(CO)=O)C4CC(O)C5(F)C(C4CC3O2)CCC2=CC(=O)C=CC52C)ccc1Sc1cccc(N)c1,rand_5
molecule_70,C1=C2CCC3C(F)(C(O)CC4C5(C(=O)CO)OC(c6ccc(Sc7cccc(N)c7)cc6)OC5CC43)C2(C)C=CC1=O,rand_6
molecule_70,c1cc(C2OC3(C(CO)=O)C4C(CC3O2)C2CCC3=CC(=O)C=CC3(C)C2(F)C(O)C4)ccc1Sc1cccc(N)c1,rand_7
molecule_70,C1C(O)C2(F)C3(C)C(=CC(=O)C=C3)CCC2C2CC3C(C(CO)=O)(OC(c4ccc(Sc5cccc(N)c5)cc4)O3)C12,rand_8
molecule_70,Nc1cccc(Sc2ccc(C3OC4CC5C(CC(O)C6(F)C5CCC5=CC(=O)C=CC56C)C4(C(CO)=O)O3)cc2)c1,rand_9
molecule_70,O1C2(C(CO)=O)C(CC3C4C(F)(C5(C)C(=CC(=O)C=C5)CC4)C(O)CC23)OC1c1ccc(Sc2cc(N)ccc2)cc1,rand_10
molecule_71,C(C)(C)C(C(=O)NC(CCCNC(N)=O)C(Nc1ccc(CO)cc1)=O)NC(=O)OCCN(S(NC(OCCOCCNS(=O)(NC(OCC1C2CCC#CCCC21)=O)=O)=O)(=O)=O)CCOC(NC(C(=O)NC(CCCNC(N)=O)C(Nc1ccc(CO)cc1)=O)C(C)C)=O,rand_1
molecule_71,C(c1ccc(NC(C(NC(=O)C(NC(OCCN(CCOC(=O)NC(C(=O)NC(C(Nc2ccc(CO)cc2)=O)CCCNC(=O)N)C(C)C)S(=O)(=O)NC(=O)OCCOCCNS(NC(OCC2C3CCC#CCCC32)=O)(=O)=O)=O)C(C)C)CCCNC(=O)N)=O)cc1)O,rand_2
molecule_71,O=S(NCCOCCOC(NS(=O)(=O)N(CCOC(=O)NC(C(NC(CCCNC(=O)N)C(=O)Nc1ccc(CO)cc1)=O)C(C)C)CCOC(NC(C(C)C)C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)=O)=O)(=O)NC(=O)OCC1C2CCC#CCCC21,rand_3
molecule_71,N(C(N)=O)CCCC(NC(=O)C(NC(OCCN(S(=O)(=O)NC(=O)OCCOCCNS(NC(=O)OCC1C2CCC#CCCC21)(=O)=O)CCOC(NC(C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)C(C)C)=O)=O)C(C)C)C(Nc1ccc(CO)cc1)=O,rand_4
molecule_71,C(C(C(NC(CCCNC(=O)N)C(Nc1ccc(CO)cc1)=O)=O)NC(OCCN(S(=O)(NC(=O)OCCOCCNS(=O)(NC(OCC1C2CCC#CCCC21)=O)=O)=O)CCOC(=O)NC(C(C)C)C(=O)NC(C(=O)Nc1ccc(CO)cc1)CCCNC(=O)N)=O)(C)C,rand_5
molecule_71,N(CCOCCOC(NS(=O)(=O)N(CCOC(=O)NC(C(C)C)C(=O)NC(CCCNC(=O)N)C(=O)Nc1ccc(CO)cc1)CCOC(NC(C(NC(C(=O)Nc1ccc(CO)cc1)CCCNC(N)=O)=O)C(C)C)=O)=O)S(NC(=O)OCC1C2C1CCC#CCC2)(=O)=O,rand_6
molecule_71,N(C(C(C(C)C)NC(=O)OCCN(S(=O)(NC(OCCOCCNS(NC(OCC1C2CCC#CCCC12)=O)(=O)=O)=O)=O)CCOC(NC(C(C)C)C(=O)NC(C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)=O)C(CCCNC(N)=O)C(=O)Nc1ccc(CO)cc1,rand_7
molecule_71,C(CCC(C(=O)Nc1ccc(CO)cc1)NC(C(C(C)C)NC(=O)OCCN(S(=O)(NC(OCCOCCNS(=O)(=O)NC(OCC1C2CCC#CCCC12)=O)=O)=O)CCOC(=O)NC(C(C)C)C(NC(CCCNC(N)=O)C(Nc1ccc(CO)cc1)=O)=O)=O)NC(=O)N,rand_8
molecule_71,O=C(OCCN(S(NC(=O)OCCOCCNS(=O)(=O)NC(=O)OCC1C2CCC#CCCC21)(=O)=O)CCOC(=O)NC(C(NC(C(Nc1ccc(CO)cc1)=O)CCCNC(=O)N)=O)C(C)C)NC(C(NC(CCCNC(=O)N)C(Nc1ccc(CO)cc1)=O)=O)C(C)C,rand_9
molecule_71,c1c(CO)ccc(NC(C(NC(=O)C(NC(OCCN(S(=O)(NC(=O)OCCOCCNS(=O)(NC(=O)OCC2C3CCC#CCCC32)=O)=O)CCOC(=O)NC(C(C)C)C(NC(CCCNC(=O)N)C(Nc2ccc(CO)cc2)=O)=O)=O)C(C)C)CCCNC(N)=O)=O)c1,rand_10
molecule_72,O=C(N)CCC(S)C,rand_1
molecule_72,C(CC(S)C)C(N)=O,rand_2
molecule_72,C(=O)(CCC(C)S)N,rand_3
molecule_72,C(CC(C)S)C(=O)N,rand_4
molecule_72,O=C(CCC(S)C)N,rand_5
molecule_72,CC(CCC(N)=O)S,rand_6
molecule_72,SC(C)CCC(N)=O,rand_7
molecule_72,O=C(N)CCC(C)S,rand_8
molecule_72,O=C(CCC(S)C)N,rand_9
molecule_72,SC(CCC(N)=O)C,rand_10
molecule_73,O(CCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)CCOCCOCCOCCOCCOCCC(=O)N[C@@H](C(C)C)C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)=O,rand_1
molecule_73,C(COCCOCCOCCOCCC(N[C@@H](C(C)C)C(N[C@@H](C)C(Nc1ccc(CO)cc1)=O)=O)=O)OCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O,rand_2
molecule_73,C(CNC(CCN1C(=O)C=CC1=O)=O)OCCOCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H](C(C)C)C(N[C@H](C(Nc1ccc(CO)cc1)=O)C)=O,rand_3
molecule_73,N(C(=O)[C@@H](NC([C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(CCN1C(=O)C=CC1=O)=O)C(C)C)=O)C)c1ccc(CO)cc1,rand_4
molecule_73,C(COCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H](C(C)C)C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)=O)OCCNC(CCN1C(=O)C=CC1=O)=O,rand_5
molecule_73,C(OCCOCCOCCC(=O)N[C@H](C(N[C@@H](C)C(=O)Nc1ccc(CO)cc1)=O)C(C)C)COCCOCCOCCOCCOCCNC(CCN1C(=O)C=CC1=O)=O,rand_6
molecule_73,C(COCCOCCOCCOCCOCCOCCOCCC(N[C@@H](C(C)C)C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)=O)=O)OCCNC(CCN1C(=O)C=CC1=O)=O,rand_7
molecule_73,[C@H](C)(C(Nc1ccc(CO)cc1)=O)NC([C@H](C(C)C)NC(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(CCN1C(=O)C=CC1=O)=O)=O)=O,rand_8
molecule_73,O(CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)CCOCCOCCOCCC(N[C@H](C(=O)N[C@H](C(=O)Nc1ccc(CO)cc1)C)C(C)C)=O,rand_9
molecule_73,N(C(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O)[C@@H](C(C)C)C(N[C@H](C(=O)Nc1ccc(CO)cc1)C)=O,rand_10
molecule_74,c1c(C[C@H](NC(=O)CNC(CNC(=O)CCCCCN2C(=O)C=CC2=O)=O)C(NCC(O)=O)=O)cccc1,rand_1
molecule_74,O=C(NCC(=O)O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)C=CC1=O,rand_2
molecule_74,c1ccccc1C[C@H](NC(CNC(CNC(CCCCCN1C(=O)C=CC1=O)=O)=O)=O)C(=O)NCC(=O)O,rand_3
molecule_74,O=C(N[C@@H](Cc1ccccc1)C(NCC(=O)O)=O)CNC(=O)CNC(CCCCCN1C(=O)C=CC1=O)=O,rand_4
molecule_74,c1(C[C@H](NC(CNC(CNC(=O)CCCCCN2C(=O)C=CC2=O)=O)=O)C(NCC(=O)O)=O)ccccc1,rand_5
molecule_74,C(CCC(NCC(NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O)=O)=O)CCN1C(=O)C=CC1=O,rand_6
molecule_74,O=C([C@@H](NC(CNC(=O)CNC(CCCCCN1C(=O)C=CC1=O)=O)=O)Cc1ccccc1)NCC(=O)O,rand_7
molecule_74,N1(CCCCCC(=O)NCC(=O)NCC(N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O)=O)C(=O)C=CC1=O,rand_8
molecule_74,N(C(=O)CNC(=O)CCCCCN1C(=O)C=CC1=O)CC(=O)N[C@H](C(=O)NCC(=O)O)Cc1ccccc1,rand_9
molecule_74,C(NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(NCC(=O)O)=O)(CCCCCN1C(=O)C=CC1=O)=O,rand_10
molecule_75,[C@H](C(N[C@H](C(Nc1ccc(CO)cc1)=O)CCCNC(N)=O)=O)(NC(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,rand_1
molecule_75,C(CCCCCN1C(=O)C=CC1=O)(=O)N[C@@H](C(C)C)C(N[C@@H](CCCNC(N)=O)C(Nc1ccc(CO)cc1)=O)=O,rand_2
molecule_75,C(CC(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1ccc(CO)cc1)CCCNC(=O)N)C(C)C)CCCN1C(=O)C=CC1=O,rand_3
molecule_75,C1(=O)N(CCCCCC(=O)N[C@H](C(N[C@H](C(=O)Nc2ccc(CO)cc2)CCCNC(=O)N)=O)C(C)C)C(=O)C=C1,rand_4
molecule_75,c1cc(NC([C@@H](NC([C@@H](NC(=O)CCCCCN2C(=O)C=CC2=O)C(C)C)=O)CCCNC(=O)N)=O)ccc1CO,rand_5
molecule_75,N([C@@H](CCCNC(N)=O)C(Nc1ccc(CO)cc1)=O)C([C@@H](NC(=O)CCCCCN1C(=O)C=CC1=O)C(C)C)=O,rand_6
molecule_75,C(CNC(=O)N)C[C@@H](C(Nc1ccc(CO)cc1)=O)NC(=O)[C@H](C(C)C)NC(CCCCCN1C(=O)C=CC1=O)=O,rand_7
molecule_75,O=C1N(CCCCCC(=O)N[C@@H](C(C)C)C(N[C@H](C(Nc2ccc(CO)cc2)=O)CCCNC(N)=O)=O)C(=O)C=C1,rand_8
molecule_75,c1cc(NC(=O)[C@H](CCCNC(=O)N)NC(=O)[C@@H](NC(CCCCCN2C(=O)C=CC2=O)=O)C(C)C)ccc1CO,rand_9
molecule_75,C(CCCN1C(=O)C=CC1=O)CC(N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=O)N)C(Nc1ccc(CO)cc1)=O)=O,rand_10
molecule_76,c1(SSCCCC(ON2C(=O)CCC2=O)=O)ccccn1,rand_1
molecule_76,C(CCSSc1ccccn1)C(=O)ON1C(=O)CCC1=O,rand_2
molecule_76,c1cccc(SSCCCC(ON2C(=O)CCC2=O)=O)n1,rand_3
molecule_76,c1cccc(SSCCCC(ON2C(=O)CCC2=O)=O)n1,rand_4
molecule_76,C1(=O)CCC(=O)N1OC(CCCSSc1ncccc1)=O,rand_5
molecule_76,c1cnc(SSCCCC(ON2C(=O)CCC2=O)=O)cc1,rand_6
molecule_76,C1C(=O)N(OC(CCCSSc2ncccc2)=O)C(=O)C1,rand_7
molecule_76,O=C1N(OC(CCCSSc2ccccn2)=O)C(=O)CC1,rand_8
molecule_76,N1(OC(=O)CCCSSc2ccccn2)C(=O)CCC1=O,rand_9
molecule_76,S(SCCCC(ON1C(=O)CCC1=O)=O)c1ncccc1,rand_10
molecule_77,C(N(C(C(NC(C(C)C)C(N(C)C(C(C)CC)C(OC)CC(=O)N1CCCC1C(C(C(NC(C)C(c1ccccc1)O)=O)C)OC)=O)=O)C(C)C)C)(=O)OCc1ccc(NC(=O)C(NC(=O)C(C(C)C)NC(=O)CCOCCOCCOCCOCCOCCNC(CCC(=O)N2c3ccccc3C#Cc3ccccc3C2)=O)CCCNC(N)=O)cc1,rand_1
molecule_77,C(C)(C)C(C(=O)N(C)C(C(C)CC)C(CC(N1C(C(C(C)C(NC(C(O)c2ccccc2)C)=O)OC)CCC1)=O)OC)NC(=O)C(N(C(OCc1ccc(NC(C(CCCNC(N)=O)NC(C(NC(=O)CCOCCOCCOCCOCCOCCNC(=O)CCC(=O)N2c3ccccc3C#Cc3c(cccc3)C2)C(C)C)=O)=O)cc1)=O)C)C(C)C,rand_2
molecule_77,C(C(NC(C(C)C)C(N(C)C(C(CC(=O)N1C(C(C(C)C(=O)NC(C)C(O)c2ccccc2)OC)CCC1)OC)C(CC)C)=O)=O)(N(C)C(OCc1ccc(NC(=O)C(NC(C(C(C)C)NC(=O)CCOCCOCCOCCOCCOCCNC(CCC(N2c3c(cccc3)C#Cc3ccccc3C2)=O)=O)=O)CCCNC(N)=O)cc1)=O)C(C)C,rand_3
molecule_77,C1(C(OC)C(C(=O)NC(C(O)c2ccccc2)C)C)CCCN1C(CC(C(C(C)CC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C(=O)OCc1ccc(NC(C(CCCNC(N)=O)NC(C(NC(CCOCCOCCOCCOCCOCCNC(=O)CCC(N2c3ccccc3C#Cc3c(cccc3)C2)=O)=O)C(C)C)=O)=O)cc1)OC)=O,rand_4
molecule_77,C(C(CCCNC(=O)N)NC(=O)C(C(C)C)NC(CCOCCOCCOCCOCCOCCNC(CCC(N1c2c(cccc2)C#Cc2ccccc2C1)=O)=O)=O)(Nc1ccc(COC(=O)N(C(C(C)C)C(NC(C(=O)N(C)C(C(C)CC)C(CC(N2CCCC2C(C(C(=O)NC(C)C(c2ccccc2)O)C)OC)=O)OC)C(C)C)=O)C)cc1)=O,rand_5
molecule_77,CC(NC(=O)C(C(C1N(C(CC(OC)C(N(C(C(NC(C(N(C)C(OCc2ccc(NC(=O)C(CCCNC(N)=O)NC(C(NC(CCOCCOCCOCCOCCOCCNC(=O)CCC(N3c4c(cccc4)C#Cc4c(cccc4)C3)=O)=O)C(C)C)=O)cc2)=O)C(C)C)=O)C(C)C)=O)C)C(C)CC)=O)CCC1)OC)C)C(c1ccccc1)O,rand_6
molecule_77,NC(=O)NCCCC(C(=O)Nc1ccc(COC(=O)N(C(C(=O)NC(C(C)C)C(=O)N(C)C(C(OC)CC(N2C(C(OC)C(C)C(=O)NC(C(c3ccccc3)O)C)CCC2)=O)C(C)CC)C(C)C)C)cc1)NC(C(NC(CCOCCOCCOCCOCCOCCNC(CCC(N1c2ccccc2C#Cc2ccccc2C1)=O)=O)=O)C(C)C)=O,rand_7
molecule_77,C(N(C)C(=O)C(C(C)C)NC(=O)C(N(C)C(OCc1ccc(NC(=O)C(CCCNC(N)=O)NC(=O)C(C(C)C)NC(=O)CCOCCOCCOCCOCCOCCNC(CCC(=O)N2Cc3ccccc3C#Cc3ccccc32)=O)cc1)=O)C(C)C)(C(CC)C)C(OC)CC(N1CCCC1C(C(C(NC(C(O)c1ccccc1)C)=O)C)OC)=O,rand_8
